Precinct,State,White Population %,Hispanic/Latino Population %,African American Population %,Asian Population %,Other Race Population %,Democratic Votes,Republican Votes,Average Income
34,Mississippi,71.11604722330792,18.61876266296273,0.5092605429915198,5.499882212608142,4.256047358129678,187,226,20380.32
35,Mississippi,35.903201821194216,42.626302070739655,14.249588687058505,3.7080812246116945,3.5128261963959346,370,324,54452.37
36,Mississippi,44.81123815041761,33.413163722027754,0.7294513056388627,16.918939141140818,4.127207680774973,148,154,21113.06
37,Mississippi,12.617956789780205,39.73919359459757,45.48900508239436,0.8121776388780648,1.3416668943497996,429,38,35072.94
38,Mississippi,79.42412793482576,20.266673786127672,0.051537528773645855,0.052197698587868775,0.20546305168504375,66,397,36245.67
39,Mississippi,66.73523368514554,25.677143083835826,4.684444543869451,2.7345421090515214,0.16863657809766153,273,469,46645.83
40,Mississippi,42.92071660785428,35.87914828129534,18.685290424805018,1.250243939676093,1.2646007463692541,226,265,29287.46
41,Mississippi,75.8993757147994,5.762341717710607,6.64643195014469,5.682907625302073,6.008942992043217,73,239,57215.55
42,Mississippi,10.611985202805464,60.541184140327196,24.99139282582714,1.5666910155048424,2.2887468155353616,732,92,47662.4
43,Mississippi,34.37238321183448,8.566784963899767,11.395872334774657,36.789027841404504,8.875931648086578,74,133,40010.55
44,Mississippi,79.04785187391165,18.853098388191807,0.8537746170436376,0.7109512315869627,0.5343238892659343,126,375,41128.75
45,Mississippi,73.07369529720248,1.3757511957810067,3.8042730335469175,17.420801535041154,4.325478938428446,32,264,38324.64
46,Mississippi,50.333734930035334,33.89739864657617,4.980078705563938,1.9246349501752518,8.864152767649301,187,430,63622.26
47,Mississippi,79.73596520264117,7.453354826204033,1.1737684189224729,9.453564660044636,2.1833468921876857,63,372,46449.06
48,Mississippi,25.007310040880437,64.33438651635545,10.013423730618355,0.5654452355713622,0.07943447657439151,399,109,52376.24
49,Mississippi,67.08360287065578,3.605593785581928,8.714449808555464,10.805387975715284,9.790965559491525,80,473,50946.69
50,Mississippi,6.976584242647443,61.589064198425376,6.293992034715453,0.7859121898282869,24.354447334383437,397,58,49576.73
51,Mississippi,52.344802808051035,15.242268585271386,1.7460848247452867,18.506076616937417,12.16076716499488,115,248,41238.84
52,Mississippi,24.297311870625393,47.142082855754964,28.397174607964484,0.10046892199182572,0.06296174366333673,422,152,30130.29
53,Mississippi,46.65595535736542,45.23644640036958,5.9569492380823155,0.16109486049367566,1.9895541436890056,367,143,32879.18
54,Mississippi,49.77819453623742,14.318123609992316,30.172093218139004,3.5409080571300398,2.1906805785012153,348,358,35406.35
55,Mississippi,26.700649743146833,40.34665054553599,4.834904014201908,14.439159273523387,13.678636423591882,250,226,51130.66
56,Mississippi,84.28864551401493,4.3857036723605045,6.6280470634499995,3.3606911682627345,1.3369125819118324,69,562,61898.76
57,Mississippi,65.4804721649181,31.19639685251035,2.9103843768289703,0.2939021979525281,0.1188444077900499,282,398,56156.61
58,Mississippi,29.400665901308965,54.11662565183315,16.18017400773781,0.11933807648979518,0.18319636263028372,272,89,58581.98
59,Mississippi,1.169659464850037,0.6904761235559485,91.19374451970614,4.106900376488407,2.8392195153994635,880,8,36322.1
60,Mississippi,47.268927261990775,40.46612224788798,1.2948775756270496,7.9510254101141,3.019047504380083,400,251,44236.52
61,Mississippi,4.428633155424988,14.133246069105201,35.327308184424616,40.361233110710984,5.749579480334205,280,42,47513.81
62,Mississippi,52.87022511606556,22.869651882941515,20.673205783387704,2.6843137777600647,0.9026034398451515,175,375,43182.37
63,Mississippi,88.78523466459029,4.82508403388731,3.7912656329100494,1.4107637946238012,1.1876518739885427,36,549,47295.06
64,Mississippi,73.11779693125298,12.479495913783092,6.735271315152714,5.028440462272181,2.6389953775390182,134,391,45878.81
65,Mississippi,43.81453995794459,23.146820497741743,14.987781843877526,12.597981850918694,5.45287584951744,316,187,51878.28
66,Mississippi,6.482722737016433,45.20643281550819,9.129833407020755,2.634840367207615,36.54617067324701,211,54,46174.84
67,Mississippi,90.47372818330929,7.62924380365296,1.5655669914989834,0.07385483465588837,0.2576061868828816,59,871,45343.56
68,Mississippi,91.50112512788468,7.49982750672534,0.03610808385528245,0.15679310419839965,0.8061461773363021,66,646,58825.47
69,Mississippi,68.42249813234172,2.2450005600256806,16.358114559011085,5.84989909376261,7.124487654858896,174,437,68107.98
70,Mississippi,87.59713132538552,0.8771702130606075,3.2511910769171117,7.885101453406076,0.3894059312306837,36,869,33171.4
71,Mississippi,97.86170154979803,0.2757099518071993,0.6129488220391411,1.1393844640122324,0.11025521234338953,4,818,38583.24
72,Mississippi,83.32940008989745,16.597596716529644,0.026116571578992862,0.009425746738206993,0.03746087525570374,134,618,31707.74
73,Mississippi,95.93932555335057,3.7582766325739145,0.13736751919981247,0.01837269842400509,0.1466575964517034,13,482,29450.41
74,Mississippi,28.055080887363758,65.3066231528099,2.7496684853623377,3.4793471121533623,0.40928036231063913,492,99,27295.54
75,Mississippi,94.55898004311332,4.516766000078487,0.6331509640296175,0.28531970450511224,0.005783288273462972,40,344,52664.09
76,Mississippi,80.86137679191802,10.773814186388073,4.177633772957693,4.1080698267745435,0.07910542196167114,68,535,54135.56
77,Mississippi,86.22858844657864,10.12960786450861,1.269797846168685,1.5973406751550514,0.7746651675890064,109,707,36517.32
78,Mississippi,58.008234285179924,31.884360298957148,5.0574930429495595,3.825711791330147,1.2242005815832186,241,432,32191.98
79,Mississippi,36.88734334581956,14.54414755876601,24.983630490362394,18.675656525010496,4.909222080041545,320,167,38734.51
80,Mississippi,43.44466492074104,1.4019132147345237,11.770931870327427,0.861287551468143,42.52120244272887,101,412,46905.03
81,Mississippi,46.96918413059452,30.13455089472788,21.148478219527565,0.43963082220626193,1.3081559329437624,215,194,42457.52
82,Mississippi,8.247987051380957,48.827231861633145,14.924555282378787,15.726994850774632,12.273230953832481,344,32,41540.83
83,Mississippi,1.3833517447873422,66.7061785891301,12.842382761852502,3.920399510272287,15.147687393957753,710,8,50791.96
84,Mississippi,17.235269856275337,43.14892192178832,35.360333108176434,2.1900940155434068,2.0653810982164913,670,111,47526.01
85,Mississippi,89.014950492662,3.4012627342983124,2.518148044452694,0.2622624089277534,4.80337631965925,46,867,57615.72
86,Mississippi,66.23817241062868,32.77697302999729,0.3075888592582216,0.5136501594104337,0.1636155407053792,209,384,60474.81
87,Mississippi,55.654206325554235,4.705517768403297,23.865694177953234,14.31263181825461,1.4619499098346154,229,508,42059.92
88,Mississippi,76.57426819034528,9.95983339310464,2.9833505866240015,5.28660081966203,5.1959470102640495,65,664,38973.44
89,Mississippi,36.98574137955377,35.30490097978086,15.81065292481665,2.5209278540563016,9.377776861792412,236,234,37015.59
90,Mississippi,96.97647893819303,0.15895654053407643,0.4325418345025786,0.13239368152454403,2.2996290052457766,3,866,53386.9
91,Mississippi,57.29261376383181,27.514306981642864,2.5007491749415456,11.195767986989631,1.4965620925941465,204,351,44423.18
92,Mississippi,30.126997525936584,0.5858383175339993,15.101063217566931,32.9046706357348,21.28143030322768,99,188,45286.84
93,Mississippi,60.05037123440905,31.367507009706806,6.545526379608415,0.2658787795949491,1.770716596680785,164,265,42846.36
94,Mississippi,1.581160581213692,62.56104781173472,25.262467391730564,7.6450671063120454,2.9502571090089873,717,11,46065.12
95,Mississippi,7.684013680891111,23.182340252364906,9.934273893040244,59.12911114300117,0.07026103070256795,169,47,42009.62
96,Mississippi,75.01406706427689,10.466419373074473,12.593427720895214,0.38257644007644515,1.5435094016769852,147,576,39606.9
97,Mississippi,7.578008645643575,37.34943994201864,43.8683114694088,1.4149544004693722,9.78928554245961,654,52,46261.99
98,Mississippi,98.72941322596726,0.006485925211884872,0.4545516876422422,0.6219763178324946,0.18757284334611768,2,846,46096.55
99,Mississippi,39.73248012934925,11.616221459100682,30.170162582915523,12.501057683729858,5.980078144904695,323,396,57706.71
100,Mississippi,71.89538219714343,5.366837610467147,19.73365791567483,0.05712980514095251,2.946992471573651,147,565,47278.1
101,Mississippi,9.589509906846194,7.9778559448044035,17.4759555260111,64.93085182741561,0.025826794922693352,135,64,57282.42
102,Mississippi,49.20158026687908,15.001381001919498,29.677953998392105,0.50758006585921,5.611504666950097,328,248,34891.97
103,Mississippi,56.29196469733567,42.06576903853812,1.131196193393744,0.4072258921458874,0.10384417858657002,349,510,56815.12
104,Mississippi,98.81554307040119,0.4801104317141516,0.4095986339605064,0.21222992519483516,0.08251793872931046,4,854,38091.94
105,Mississippi,39.37835184796986,21.309167092220516,38.79912696432616,0.11590365056366808,0.397450444919798,300,370,49709.13
106,Mississippi,92.95938513400063,5.173225063452779,0.7214293490315712,0.363452135337825,0.7825083181772072,30,655,59458.85
107,Mississippi,22.21692081511074,74.07889554621848,3.2096786798512515,0.15469728464029087,0.33980767417924085,626,205,44015.48
108,Mississippi,11.889856488728379,54.81818140774834,20.48282047852299,12.081194983881959,0.7279466411183222,546,64,47781.43
109,Mississippi,47.871431182325054,38.920052556075646,6.903841185157169,2.134105083902587,4.170569992539555,338,415,49117.82
110,Mississippi,49.52589121881391,25.153600237003293,1.9250510188763146,6.349211657462009,17.046245867844476,228,264,61425.54
111,Mississippi,6.463010290522753,55.70398904009134,24.62468183721927,7.082013978346604,6.126304853820031,333,61,60831.84
112,Mississippi,86.9289698617878,2.2210512190447935,2.705874818372359,1.5689036417807598,6.575200459014269,30,277,71963.99
113,Mississippi,9.049879121936977,34.17217414344191,28.201435214913452,25.984237565791013,2.5922739539166457,456,74,48700.71
114,Mississippi,45.76603620073857,44.138287853556406,9.394017364627611,0.35509022030415005,0.3465683607732615,258,226,46089.86
115,Mississippi,83.56461197400218,11.274033659770488,0.23930258317635805,4.76980826719468,0.15224351585629847,73,283,43460.31
116,Mississippi,87.86892631309678,9.897785763985125,0.33169093454899423,0.0934958356979787,1.808101152671128,62,575,45235.49
117,Mississippi,22.23135879826844,45.90464650938285,9.525247966334,11.657725790550069,10.68102093546463,487,128,50698.37
118,Mississippi,86.64315708201502,4.053412045261353,2.6511231819769647,5.04711073167835,1.6051969590683086,40,642,50982.59
119,Mississippi,37.11177590646194,58.7391151956169,1.0846241880773742,2.403655182732803,0.660829527110991,493,313,52414.88
120,Mississippi,59.720549793669065,16.58400913050996,2.2126059008474788,12.950903014325435,8.531932160648068,123,588,43669.04
121,Mississippi,32.324064867318725,19.44209766681304,22.15985973668331,0.12860185499987897,25.945375874185032,236,198,36847.56
122,Mississippi,49.2998452377172,0.35272122785647103,25.84664464457889,13.80252256596679,10.69826632388066,235,264,15879.14
123,Mississippi,25.436686397154272,71.42203792564652,1.6248450544791784,0.8622778031558961,0.654152819564132,589,139,41840.51
124,Mississippi,85.75407711168036,1.6490018317882034,2.8666740098443277,9.606537058734935,0.12370998795218213,26,409,52784.89
125,Mississippi,29.642447260106962,11.038709229304594,18.056780520787132,30.592047562013303,10.670015427788002,234,241,38057.43
126,Mississippi,98.41090120896173,1.1793817662137953,0.22161573834271822,0.11423783275998875,0.07386345372177061,9,389,38965.32
127,Mississippi,0.6309438724718008,24.44435098802104,13.50479428666676,61.04178135593365,0.3781294969067517,274,3,35244.95
128,Mississippi,36.95383447851724,32.02093883998167,14.450262375499328,6.4969024495008885,10.078061856500867,197,200,50960.44
129,Mississippi,62.20678243854258,16.72048667669724,16.884321911821626,3.8995696735008663,0.28883929943768294,184,450,59564.51
130,Mississippi,26.026097719590446,41.001238980718334,4.613820992296257,13.635521256938755,14.723321050456207,186,90,38029.14
131,Mississippi,4.293029202154452,11.08515321555354,65.18937401365228,17.688959192052785,1.7434843765869346,420,36,50313.54
132,Mississippi,23.64389991361666,66.43850168747304,8.383859725676235,0.6001233087425302,0.9336153644915441,419,229,33201.47
133,Mississippi,6.066184890279502,26.090573403103697,44.64421727854127,19.96635047548213,3.2326739525934016,427,53,44189.39
134,Mississippi,86.43292417257396,1.9069578904866462,11.625178091454563,0.02567438821441675,0.009265457270416277,80,296,43954.05
135,Mississippi,63.858746397045564,11.364432329390135,14.177838369364016,5.863241403229649,4.735741500970633,193,563,62673.22
136,Mississippi,38.08269031805989,36.2321524884048,4.939224701711287,6.049622754036726,14.696309737787288,273,315,36417.07
137,Mississippi,75.45191550097738,19.717948219944,2.83261027034821,0.7961295729928247,1.2013964357375926,197,676,41809.63
138,Mississippi,80.09665960556752,17.74391372905279,1.2583492785607366,0.6269418414804094,0.2741355453385239,116,348,38096.58
139,Mississippi,25.660972534376025,44.81172638999512,6.648491500860345,18.639260968679505,4.239548606089002,481,126,33069.83
140,Mississippi,31.00719104048203,9.286058812862343,33.608131828313354,12.399277843108628,13.69934047523364,355,306,66081.28
141,Mississippi,75.01102547181668,18.34436934387938,4.5333312233285215,1.3298004264960648,0.7814735344793604,140,297,29201.4
142,Mississippi,32.01541196626074,52.24804221824005,3.054141401127576,1.6384785455901312,11.043925868781486,260,293,51530.61
143,Mississippi,17.031067635782637,31.402199549913476,40.5730802567786,0.46961272293215484,10.524039834593125,587,131,34266.79
144,Mississippi,63.201491221840215,25.325655015975002,7.750937839189097,2.475128190738822,1.2467877322568768,308,498,36657.55
145,Mississippi,41.33952470415218,56.36806472650163,0.48007542385609525,0.7514790582241411,1.060856087265961,445,387,42154.13
146,Mississippi,50.34833643470574,17.342468663869603,11.22899885871108,19.836387212602325,1.2438088301112487,267,367,50329.33
147,Mississippi,52.6873759593615,14.831049068147763,21.83506137791791,1.7859953116698042,8.860518282903016,227,178,61650.89
148,Mississippi,91.65435542064667,5.4967706049155405,2.610922009069364,0.019805033234612374,0.21814693213380565,30,500,53640.16
149,Mississippi,54.226786420232465,13.58096186690931,21.65149923679173,8.232899120174523,2.3078533558919787,233,342,42632.51
150,Mississippi,2.1765942345154055,10.954020106670473,55.732630419266336,12.864795650901938,18.271959588645842,306,14,38574.71
151,Mississippi,65.21919109436473,4.761178938639147,1.8651097349963028,19.23146907883886,8.923051153160955,54,277,48355.3
152,Mississippi,90.92552003679491,8.354204286211166,0.13965290495306357,0.23914067888123422,0.34148209315962674,37,650,56235.46
153,Mississippi,16.296608129616573,9.726421969953416,30.885022489140493,7.946068051079886,35.14587936020963,265,139,37851.2
154,Mississippi,79.74656693052447,7.8342151667986375,7.29200392181915,1.9630072644670498,3.1642067163906944,89,484,47791.37
155,Mississippi,9.727948672429287,1.0447796641134268,86.08358891322324,2.0511931576993336,1.0924895925347187,858,44,32783.93
156,Mississippi,55.372191086935096,30.578607966923542,12.658398840092726,0.2400681315103424,1.1507339745382836,318,217,49006.91
157,Mississippi,92.26826149014661,2.865916128343921,0.9746900504073188,3.1622246388635933,0.7289076922385505,29,751,47243.24
158,Mississippi,30.79242502973142,28.619544546333,30.001553861456376,5.546700566532598,5.039775995946613,335,135,32422.08
159,Mississippi,76.60534204585528,17.632217772302827,2.749802617738852,2.3167088752892298,0.6959286888138081,81,756,71467.84
160,Mississippi,16.417371995574182,38.41823321413334,17.18907016505444,22.429772642413717,5.545551982824321,468,69,48730.47
161,Mississippi,87.35600224628423,10.63087300684968,1.2703116632025393,0.7070106989779936,0.03580238468555308,67,669,62996.61
162,Mississippi,51.48808826660978,37.986765124002986,4.066726932436343,2.6958096825731244,3.762609994377769,304,485,55086.3
163,Mississippi,55.22123533792048,4.974112915521898,32.60799365710078,0.3521823896808965,6.844475699775941,230,310,52925.97
164,Mississippi,82.1608064693284,16.458665960403632,0.8594650412175401,0.27942827590369773,0.24163425314671372,116,640,46109.21
165,Mississippi,9.953004552178612,51.51332603855408,13.07664712003876,10.214003032827632,15.243019256400913,278,54,43996.34
166,Mississippi,34.162734018205455,32.743941220583594,21.76785426827424,5.431421668447246,5.894048824489474,274,221,38970.43
167,Mississippi,1.2622891343100018,68.39507998736777,18.819555062588016,7.970976403361226,3.5520994123729963,429,9,25161.26
168,Mississippi,5.08774397673265,81.95692015520588,2.0205642042600584,9.540030849899207,1.394740813902203,735,32,28436.05
169,Mississippi,23.029614927012144,64.93666239705007,11.651663134189919,0.2402953042285865,0.1417642375192827,443,209,36794.38
170,Mississippi,62.75673610309996,4.829767781618498,7.485438783376573,19.96523728225144,4.96282004965353,68,499,45509.11
171,Mississippi,51.41590518269774,14.117328277880283,8.640831161550478,1.381016098943824,24.44491927892767,185,213,40602.91
172,Mississippi,16.0155373571676,21.49209297088799,25.350491276089205,27.806723035220926,9.335155360634275,267,92,47053.74
173,Mississippi,93.66108523477689,3.6593640725013747,2.1364776674870267,0.5301272086388931,0.01294581659581695,23,420,36798.42
174,Mississippi,67.59264921037948,28.706072978073287,2.6004884004501423,0.4584850971716719,0.6423043139254219,161,383,57033.63
175,Mississippi,27.215487586239206,21.243969720831235,47.37169819539966,0.5770446749449559,3.591799822584946,529,175,42458.29
176,Mississippi,14.624780283671734,44.35769420871796,22.44547008360465,10.580226139186323,7.991829284819332,429,118,43154.51
177,Mississippi,15.226087151806267,45.929869204401406,31.927869161619746,3.0822664568914138,3.8339080252811613,551,86,26825.74
178,Mississippi,32.212091050450844,17.650247381725578,40.73738543452583,2.1684018199023205,7.231874313395437,362,169,71227.92
179,Mississippi,66.9379285946565,9.884711195636521,3.089862885833801,1.6335188358908452,18.45397848798234,56,325,43209.83
180,Mississippi,73.99957569863822,24.979370621995685,0.7770414555347153,0.03900323860527531,0.205008985226101,194,529,39373.71
181,Mississippi,91.37528154776014,5.10273680139114,0.8062137233571346,0.1815995839943775,2.5341683434971998,28,633,52135.51
182,Mississippi,58.6701962816105,12.348867529501332,21.842315264575284,5.487967158062094,1.6506537662507839,244,576,42853.82
183,Mississippi,85.65251207648082,2.1746292328338,6.3239285871880835,2.309920577503106,3.539009525994203,58,289,41771.64
184,Mississippi,87.57872419413107,7.607181178989236,3.9611280982566663,0.059748730150211385,0.7932177984728099,51,465,47474.02
185,Mississippi,88.9141891978568,8.489741630717795,2.4215609644072402,0.05497143929374767,0.11953676772441213,100,479,52744.53
186,Mississippi,93.74573102784997,5.194549467753011,0.26826139637715857,0.016970818554747344,0.7744872894651138,24,847,28561.87
187,Mississippi,3.8602230740543253,86.13008580135808,1.9161484165594516,3.0194655788555407,5.0740771291725935,493,35,48665.78
188,Mississippi,3.733434787809242,10.634203880318308,63.5670071268117,15.462531753021997,6.602822452038751,297,22,58976.58
189,Mississippi,92.70197246688342,0.18210535558506555,3.3037687143995687,0.31440207797229935,3.4977513851596456,29,572,44350.81
190,Mississippi,39.06430259296803,10.339226020020037,33.73756152594554,11.619100489826405,5.239809371239986,360,192,54919.72
191,Mississippi,98.46966399304785,1.2384489318655911,0.1974373131534233,0.009646626594903266,0.08480313533823391,4,598,53909.48
192,Mississippi,67.6647346751282,23.856889680058647,0.7103173283444205,7.275269798507533,0.49278851796120193,204,385,56413.98
193,Mississippi,67.72325652701004,18.804245932100763,6.754820468032803,0.904027746407777,5.813649326448626,165,353,39030.38
194,Mississippi,27.85796888897091,4.7660100140188675,12.218718490758766,13.053684629294445,42.10361797695701,120,264,51429.11
195,Mississippi,77.13066815453426,4.719547597419042,7.6571718639042174,6.208633854282126,4.283978529860363,64,436,51884.88
196,Mississippi,90.82633339706398,8.91284484654613,0.15032358602502907,0.0680312421851877,0.04246692817967812,69,505,56343.14
197,Mississippi,79.72136981732756,17.63171888340874,1.0950721488347555,0.7586154434179979,0.7932237070109522,142,616,48465.87
198,Mississippi,31.738062100368502,31.834535072527952,12.232654654753196,23.002055125767836,1.1926930465825194,337,119,46587.57
199,Mississippi,10.260863652147412,63.21394192916325,8.809432344326527,6.48096378235338,11.23479829200943,663,71,47003.8
200,Mississippi,16.242801492761416,1.015969524590246,52.27969534057939,13.010823759770163,17.450709882298796,344,159,56518.13
201,Mississippi,97.47734166663197,0.6426846812077223,1.6370787483458755,0.12315588653301923,0.11973901728141811,17,540,36501.86
202,Mississippi,95.77345782483044,0.5083922527657553,0.5653574090327635,3.092567660129974,0.06022485324106697,7,472,27974.1
203,Mississippi,60.39309658434075,11.54318788398089,1.2380457368320004,0.4594970977648135,26.366172697081538,121,332,39770.36
204,Mississippi,72.77997498395317,10.955764760483163,4.049935822059532,5.833315691318509,6.381008742185628,86,646,59409.48
205,Mississippi,52.53324896684217,42.40977294826836,2.0005221229644428,1.9037312883066233,1.1527246736184082,275,198,61159.3
206,Mississippi,85.73398770759371,8.27514772358666,4.742644015773361,0.5898039792036408,0.6584165738426293,114,674,36528.51
207,Mississippi,17.01910076229628,79.6473568726077,2.35867542818074,0.17319909509129158,0.8016678418239849,599,163,65930.8
208,Mississippi,79.8051068113913,7.139782624993498,6.493193564310119,3.607706938866265,2.954210060438811,79,348,36880.23
209,Mississippi,30.837752583638235,63.43176095897553,0.15383616130864106,0.7349369651108947,4.841713330966698,610,239,43973.95
210,Mississippi,43.75863418033682,18.688212851156937,27.551313517904113,2.6801830401100406,7.321656410492082,203,422,45235.96
211,Mississippi,73.42703935312821,25.812880220526708,0.6895048646561494,0.05080584901739943,0.019769712671546813,200,688,27586.94
212,Mississippi,36.426349295420025,36.9194712974329,11.80426901875209,6.709480623846428,8.140429764548543,225,192,45339.1
213,Mississippi,73.39876374188067,1.1342952031970026,1.868112682413914,1.128799185642327,22.4700291868661,17,413,42212.2
214,Mississippi,18.37677701787632,73.72506844992583,0.9371732146058187,1.4718675760615523,5.489113741530474,679,70,31237.18
215,Mississippi,32.43756373631085,16.428610423534668,43.30055208604019,0.2286192004266637,7.604654553687624,359,158,43230.07
216,Mississippi,17.847334138120196,38.68242284732022,15.269715594862024,24.01135001303339,4.189177406664172,305,70,54997.28
217,Mississippi,27.920008825482366,1.8044513129333732,31.423627521508553,11.154809577030946,27.697102763044768,230,273,41187.38
218,Mississippi,4.460954706847531,16.69940325196377,43.02936651764245,9.83203808789764,25.97823743564861,355,25,29882.0
219,Mississippi,43.70062750842267,56.198941681160264,0.08736015020724432,0.0030691009585191993,0.010001559251307413,347,433,30463.34
220,Mississippi,34.178983750288324,8.487683409255244,20.408987381103557,6.029385009527324,30.89496044982556,277,330,36517.34
221,Mississippi,38.71848656324668,26.157625223277083,11.993927063412427,9.06568008878845,14.064281061275352,256,274,57120.23
222,Mississippi,68.91862142219044,30.862105657468444,0.07697011101534709,0.13463867405277508,0.00766413527298937,189,481,43548.08
223,Mississippi,58.99248101328541,36.19085506445671,3.6807054162830837,0.7119006353203904,0.42405787065439426,188,273,26988.55
224,Mississippi,21.467675782035034,54.11141790426613,4.272843263276963,5.971208906857317,14.176854143564555,402,153,43030.43
225,Mississippi,35.308528327112754,40.602627462412315,6.940833437671632,13.822321225824728,3.3256895469785803,228,207,46008.78
226,Mississippi,61.638725247436014,36.52398157646272,0.20573065756834297,1.000286738542184,0.6312757799907445,344,462,62428.17
227,Mississippi,48.68819090871304,29.668451962762695,7.215441598966507,13.706234918434529,0.7216806111232188,288,396,43281.61
228,Mississippi,32.28821941391126,65.30493297711847,1.1359981747823813,0.581333727651904,0.6895157065359854,561,270,48338.24
229,Mississippi,32.66246477161442,64.41710590941038,0.05153957518779458,0.1382747642846273,2.730614979502789,313,154,37493.89
230,Mississippi,49.79050498786487,31.365948367479387,6.782477300637632,4.7725596634693535,7.288509680548756,267,414,48064.33
231,Mississippi,31.697095528048113,18.266849643203745,28.3806080508721,6.624356276887716,15.031090500988327,225,181,35217.71
232,Mississippi,27.385379766968242,47.24642306812065,1.3006556184775135,8.892975246544266,15.174566299889335,401,190,58437.31
233,Mississippi,44.158515147001346,34.383108060284826,0.1398565872906069,9.684563938508232,11.633956266914993,335,282,40440.39
234,Mississippi,93.67839903264262,4.7360747039765885,1.0138722464170167,0.4449686057388866,0.12668541122488364,49,776,21774.52
235,Mississippi,69.88368573081947,26.315089844120642,3.170713224954754,0.26774936378913544,0.362761836316011,153,260,42863.51
236,Mississippi,67.82762314506961,21.694200895266015,6.5555109435657775,0.6217615510147706,3.3009034650838345,245,607,53641.28
